s#,sname,sex,height,bdate,dorm
11334162,段琪纯,女,1.63,2005-04-11,东 22 舍 614
32170133,孙文妮,女,1.71,2006-06-03,西 17 舍 229
32911138,郑君启,男,1.82,2005-05-08,西 11 舍 212
45357683,吴贝韵,女,1.58,2006-09-11,西 2 舍 127
38738587,王秦齐,男,1.73,2004-03-01,东 22 舍 501
27145590,陆梓琪,女,1.64,2003-01-25,西 21 舍 502
39736636,石昕霏,女,1.53,2002-12-21,西 9 舍 429
34171799,黄嘉茵,女,1.65,2004-07-29,西 9 舍 826
42525850,庄乐,男,1.82,2003-11-16,西 23 舍 220
30240287,高祯卓,男,1.69,2005-01-13,东 14 舍 204
27046673,李雅惠,女,1.75,2003-12-18,东 19 舍 407
11135031,张佳,男,1.61,2003-12-09,西 6 舍 417
29117462,冉珅南,男,1.75,2004-02-11,东 4 舍 325
20252566,姚晨纶,男,1.8,2004-11-05,西 7 舍 428
30487217,李茂彦,男,1.74,2005-11-21,西 7 舍 724
38727702,宋荷菲,女,1.51,2004-08-01,西 1 舍 229
11491084,孙青波,女,1.62,2006-05-04,东 18 舍 112
23813959,刘滨义,男,1.69,2004-10-28,西 21 舍 209
22010204,张瑶,女,1.61,2003-07-18,东 17 舍 801
13841287,刘信霖,男,1.83,2003-05-04,西 10 舍 521
44433010,阎浩泽,男,1.77,2003-04-13,西 11 舍 610
33100149,朱华,男,1.73,2003-06-20,东 18 舍 606
15659856,何畅,男,1.76,2004-01-09,东 19 舍 723
21342753,王顺远,男,1.71,2007-01-15,西 7 舍 106
31357627,何清深,男,1.88,2007-03-06,东 6 舍 225
14258082,胡泽商,男,1.8,2003-05-04,西 18 舍 830
26394100,陈宛晴,女,1.69,2002-11-15,东 20 舍 313
42411222,赵琪纯,女,1.67,2003-09-03,西 15 舍 814
36873848,金密,男,1.79,2006-05-15,西 15 舍 108
11053968,汤南,男,1.69,2006-12-21,西 24 舍 604
45370923,陈琦,男,1.6,2006-07-04,西 13 舍 119
48350802,骆瑷,女,1.63,2003-03-19,东 7 舍 717
30589320,王铭锵,男,1.9,2007-03-08,西 1 舍 103
14537440,胡雅惠,女,1.61,2006-01-17,东 15 舍 229
49942500,郝枫宁,女,1.63,2005-02-06,东 22 舍 309
34671475,朱文峥,男,1.64,2006-05-29,西 5 舍 217
38047833,韩竽磊,男,1.81,2005-07-24,东 24 舍 109
16157233,王婉慧,女,1.6,2004-01-02,东 11 舍 530
42744748,饶铭锵,男,1.78,2004-05-26,西 18 舍 718
38246878,刘慕巧,女,1.7,2006-03-21,东 19 舍 520
36330132,谷怀盈,女,1.6,2004-07-22,西 22 舍 301
44142819,张丹华,女,1.57,2005-10-18,西 8 舍 606
24299107,刘希嫣,女,1.72,2007-04-20,西 18 舍 406
25218824,黄清深,男,1.75,2002-10-01,西 20 舍 509
13078351,周偌瑾,女,1.55,2005-02-28,西 4 舍 229
29968600,刘文妮,女,1.64,2004-09-05,西 7 舍 715
35940810,孙芷雨,女,1.71,2003-04-02,西 1 舍 228
21432011,王娅,女,1.64,2004-12-16,西 4 舍 109
30473866,李嘉和,男,1.82,2003-10-01,东 24 舍 525
18219281,杨棉,女,1.51,2002-08-12,东 18 舍 330
40291069,谢承彬,男,1.62,2004-01-07,西 5 舍 226
19818972,李荷菲,女,1.59,2002-08-18,西 18 舍 415
15568013,谢云诺,男,1.78,2005-03-10,东 1 舍 211
21686414,高灏风,男,1.79,2003-09-22,西 19 舍 606
41889969,吴秉雄,男,1.7,2002-11-23,东 12 舍 805
48531873,胡明泉,男,1.87,2006-08-23,西 8 舍 305
39528357,刘晴茹,女,1.63,2003-04-30,东 20 舍 625
40371142,徐尔楚,女,1.6,2002-09-15,东 4 舍 107
36039698,隋婉慧,女,1.58,2003-12-01,东 22 舍 406
39943364,王青波,女,1.64,2003-09-15,东 23 舍 707
46356154,常怀盈,女,1.6,2003-03-30,东 21 舍 215
35730440,王青熙,女,1.63,2002-06-24,西 20 舍 720
12194881,徐畅裕,男,1.72,2005-12-10,西 9 舍 803
19944813,何林灏,男,1.71,2003-11-06,西 2 舍 526
49154586,阎希嫣,女,1.61,2006-12-18,东 11 舍 316
33940128,杨芊,女,1.52,2004-09-02,西 16 舍 326
16485902,朱浦宇,男,1.71,2006-11-07,东 6 舍 313
42289509,陈密,男,1.64,2005-07-19,东 22 舍 204
24667847,黄宇军,男,1.75,2003-12-16,西 22 舍 323
46097454,郑恬,男,1.65,2005-08-10,西 1 舍 619
15689518,陈永茂,男,1.71,2002-12-16,东 4 舍 523
44129556,王美,女,1.61,2004-02-05,东 7 舍 320
25772871,黄文妮,女,1.78,2003-10-27,西 23 舍 605
31789197,邓佳禾,女,1.56,2006-08-09,东 10 舍 130
13160182,吴笛,女,1.64,2005-04-22,东 17 舍 612
38667630,罗慕巧,女,1.56,2004-08-09,东 23 舍 429
25885052,王若娜,女,1.61,2004-01-10,东 10 舍 621
15153912,贾婉慧,女,1.55,2002-12-21,西 15 舍 522
12546116,徐翠,女,1.62,2004-05-28,东 5 舍 112
30037905,吴永茂,男,1.84,2004-04-28,东 6 舍 115
34193319,方依梅,女,1.7,2006-12-15,东 22 舍 422
10269961,于琪纯,女,1.56,2003-08-02,东 15 舍 330
23558246,陈嘉仪,女,1.59,2006-02-12,西 18 舍 427
10412394,庄昕霏,女,1.55,2003-07-26,西 12 舍 223
38388400,李璇兰,女,1.61,2005-05-18,西 7 舍 823
43728949,文洛,女,1.59,2003-12-11,东 22 舍 710
14577687,陈嘉茵,女,1.71,2004-01-15,东 9 舍 823
10154308,唐文芸,女,1.58,2006-12-26,西 9 舍 612
42999349,钱洲,男,1.76,2005-03-03,西 14 舍 804
27368917,雷葵,女,1.69,2005-09-16,西 15 舍 320
28925640,陈茂彦,男,1.79,2005-01-25,东 21 舍 120
47600515,易瑞若,男,1.72,2003-03-26,西 13 舍 130
24382562,丁万信,男,1.77,2004-06-19,西 8 舍 113
39011271,李永茂,男,1.76,2003-02-28,西 3 舍 711
16853633,徐皓,男,1.63,2003-10-09,西 7 舍 120
49562584,孙淇,男,1.73,2002-12-11,西 22 舍 129
17817313,江霖,男,1.66,2002-12-08,西 21 舍 106
45098369,任雁楚,女,1.66,2003-03-20,东 19 舍 715
44646758,锺露,女,1.64,2002-09-01,西 14 舍 621
44468708,丁颔,男,1.76,2002-09-06,东 8 舍 622
24755338,叶清深,男,1.67,2004-09-18,东 3 舍 314
15874022,萧濯,男,1.9,2004-08-31,东 9 舍 220
10856544,刘宛霞,女,1.7,2007-05-12,西 14 舍 613
29202923,范凯泽,男,1.77,2006-06-04,东 11 舍 129
32563260,孙嘉和,男,1.83,2005-07-16,东 18 舍 219
35120600,陈凯泽,男,1.77,2005-05-29,东 11 舍 130
22342131,黄佳禾,女,1.52,2003-11-06,西 24 舍 429
43076793,刘枫宁,女,1.67,2004-12-23,西 5 舍 721
43013932,陈慕鸿,男,1.77,2003-09-16,西 21 舍 707
17214666,汤清媛,女,1.58,2004-07-21,东 10 舍 804
12496230,周昶,男,1.76,2006-11-12,西 15 舍 318
34221469,常乐,男,1.74,2002-12-09,东 9 舍 526
29508719,胡林灏,男,1.85,2002-12-21,东 2 舍 810
25985460,李文芝,女,1.7,2005-02-17,东 2 舍 324
11209891,李荷菲,女,1.64,2004-09-17,东 6 舍 520
15390277,孙文芝,女,1.62,2004-09-27,西 21 舍 104
20987211,刘松芬,女,1.53,2004-03-28,西 15 舍 612
48301504,傅鸣哲,男,1.71,2004-04-23,东 23 舍 802
33007464,郭琪纯,女,1.52,2003-01-03,东 3 舍 810
32902502,锺忆狄,男,1.7,2003-11-14,西 14 舍 511
38803312,聂碧恬,女,1.67,2004-11-17,西 10 舍 112
15883501,何芷丽,女,1.57,2007-01-06,东 13 舍 507
34283391,刘茜惠,女,1.6,2006-05-24,西 5 舍 511
23052906,孟鸣哲,男,1.87,2007-01-11,西 12 舍 609
47519751,袁熙岩,男,1.84,2007-02-24,东 18 舍 821
17350700,杨偌瑾,女,1.6,2006-04-08,东 11 舍 625
43938941,冉忠,男,1.67,2003-06-17,东 10 舍 509
36421290,王青熙,女,1.61,2005-05-11,东 16 舍 823
29092887,宋宛晴,女,1.77,2006-08-20,西 24 舍 621
26031142,曹纹珊,女,1.66,2004-01-10,西 18 舍 223
28314732,曹自昊,男,1.71,2005-02-07,东 14 舍 720
35459397,孙晟,男,1.76,2005-09-08,东 13 舍 318
14292829,王嘉茵,女,1.58,2003-06-23,西 17 舍 202
27954504,何芷丽,女,1.64,2002-10-10,东 3 舍 621
17707195,黄芷丽,女,1.71,2004-12-31,西 6 舍 116
38168092,陈雪菡,女,1.69,2002-12-22,东 19 舍 502
47123778,雷奕宗,男,1.84,2004-05-20,东 5 舍 111
21922707,李圣晨,男,1.76,2002-10-07,西 20 舍 816
34005198,王松芬,女,1.7,2007-03-24,西 16 舍 528
15265476,尹昭,男,1.69,2004-09-05,西 21 舍 418
31895909,季怀盈,女,1.68,2002-12-21,东 22 舍 403
28561942,王宛晴,女,1.61,2006-08-31,东 1 舍 705
37518276,陈庆星,男,1.74,2003-01-10,西 19 舍 801
41876556,王晨纶,男,1.86,2004-07-21,东 1 舍 604
21452867,刘梓琪,女,1.59,2003-02-11,东 16 舍 803
12374786,白杉哲,男,1.7,2006-07-02,西 2 舍 629
43155861,宋思杉,男,1.71,2007-04-28,东 17 舍 618
31987803,葛秦齐,男,1.68,2004-02-24,西 21 舍 425
47720097,王文峥,男,1.59,2005-09-04,西 19 舍 829
27184670,周新菱,女,1.58,2005-07-19,西 19 舍 624
41233157,王顺远,男,1.73,2003-06-17,西 23 舍 403
14906945,钱良清,男,1.76,2003-03-11,西 22 舍 303
11044891,李瑞若,男,1.75,2004-12-16,西 10 舍 502
34832970,李律,男,1.74,2005-12-15,东 20 舍 126
43688944,陈康,男,1.92,2005-05-02,东 1 舍 822
48210865,刘皓润,男,1.78,2005-08-26,东 24 舍 112
29951124,王文妮,女,1.71,2007-01-28,东 3 舍 309
30720506,周文峥,男,1.67,2004-10-31,西 14 舍 702
18972445,丁清深,男,1.84,2002-08-15,东 9 舍 428
19779901,李国,男,1.71,2002-09-10,西 3 舍 308
35339159,王鹤,女,1.63,2006-07-24,东 24 舍 207
25155228,张自昊,男,1.81,2004-08-04,东 16 舍 219
10255947,周良清,男,1.82,2006-01-01,西 17 舍 422
32414370,郭坤灵,男,1.75,2004-05-05,西 6 舍 826
33494796,马铭锵,男,1.72,2005-05-14,东 6 舍 406
26628977,王圣晨,男,1.7,2006-08-01,西 4 舍 121
32821597,郑皓润,男,1.64,2007-02-08,西 8 舍 320
49940170,王浦宇,男,1.72,2005-09-05,西 10 舍 301
12231943,梁万信,男,1.76,2004-05-10,西 14 舍 317
19328838,黄艳,女,1.65,2006-01-06,东 22 舍 226
29860458,宋振,男,1.75,2006-05-20,西 22 舍 602
16180340,张泽若,男,1.73,2006-04-22,西 24 舍 618
33065155,董韶,男,1.75,2006-07-23,东 16 舍 425
13353233,魏辉,男,1.7,2006-05-29,西 4 舍 501
20184123,丁泽明,男,1.76,2006-09-15,西 3 舍 109
15256223,万皓润,男,1.69,2003-10-21,西 5 舍 220
25242186,马顺远,男,1.69,2005-04-07,西 9 舍 116
12143972,王茜惠,女,1.68,2003-05-20,西 8 舍 406
45623235,范圣晨,男,1.75,2006-02-11,东 19 舍 419
36285039,董花,女,1.61,2003-09-07,东 19 舍 726
32723818,徐琪纯,女,1.6,2005-05-19,西 5 舍 226
11628472,赵帅,男,1.64,2005-01-07,西 17 舍 715
43032045,程炫灿,男,1.74,2004-08-16,西 16 舍 421
18010917,张惠,女,1.75,2005-09-28,西 24 舍 323
44340602,许瑞若,男,1.72,2003-12-31,西 11 舍 713
34962233,方泽元,男,1.81,2005-08-14,西 17 舍 815
32991764,董宛晴,女,1.6,2002-07-16,东 22 舍 518
11785119,杨自昊,男,1.79,2005-10-22,东 13 舍 602
47421063,王文芝,女,1.74,2004-03-08,西 6 舍 813
45604651,杨槐,女,1.59,2004-08-24,东 10 舍 408
40217161,周青波,女,1.63,2004-10-29,西 21 舍 327
16098279,王晨,女,1.72,2006-06-11,东 1 舍 821
30785046,魏文芝,女,1.59,2005-02-13,西 3 舍 624
26941547,苑澜,女,1.6,2004-12-05,东 17 舍 421
35534850,黄楚悦,女,1.73,2006-08-18,东 7 舍 127
14491894,崔优,女,1.65,2006-04-23,东 3 舍 701
10043733,宋清媛,女,1.61,2005-12-12,东 10 舍 803
40694866,金畅裕,男,1.75,2005-12-12,东 3 舍 518
12062439,孟昭美,女,1.54,2006-02-21,东 16 舍 514
38715228,郭沛,女,1.61,2004-03-31,西 6 舍 811
31154271,赵征风,男,1.74,2006-03-18,东 17 舍 204
13807848,史楚菱,女,1.66,2006-01-25,东 13 舍 515
41558779,陈良清,男,1.66,2002-07-03,西 17 舍 312
43088123,畅文峥,男,1.77,2007-03-26,东 23 舍 108
19553703,张舒志,男,1.79,2006-04-25,西 5 舍 525
11368804,李若娜,女,1.67,2003-08-15,西 21 舍 812
16656761,马灏风,男,1.88,2006-01-13,西 16 舍 527
40202420,王云,女,1.67,2005-12-10,西 10 舍 810
23325415,张鹃,女,1.62,2003-12-29,东 16 舍 719
20567064,邓浩泽,男,1.71,2004-02-03,东 18 舍 614
48079836,雷源泽,男,1.83,2003-10-25,东 19 舍 813
34319018,王嘉茵,女,1.64,2003-03-23,西 11 舍 713
20214301,许莎,女,1.68,2005-07-30,东 7 舍 815
43291745,梁凯泽,男,1.66,2005-07-26,东 15 舍 801
24576618,刘文芸,女,1.61,2004-01-27,西 10 舍 301
34554622,王承文,男,1.74,2003-01-23,东 13 舍 814
37098664,苏荷菲,女,1.65,2003-04-13,西 2 舍 625
26322648,李姝钰,女,1.56,2007-01-10,西 8 舍 330
31219299,商祯卓,男,1.68,2004-06-01,东 14 舍 603
32474701,陈征风,男,1.78,2005-01-14,东 2 舍 714
47183128,李和,男,1.67,2006-10-04,西 16 舍 811
40599881,李希嫣,女,1.59,2006-05-06,东 14 舍 619
43735335,刘锋玮,男,1.82,2005-02-01,东 11 舍 522
33660603,陈铸,男,1.7,2006-08-12,东 16 舍 728
11932203,崔雅妙,女,1.65,2004-02-25,西 17 舍 506
28932541,张卿,女,1.61,2002-12-18,西 8 舍 324
29743499,李凯泽,男,1.74,2002-12-08,东 10 舍 119
18628787,魏觅蕴,女,1.69,2005-12-01,西 19 舍 215
19875306,赖宛霞,女,1.59,2006-03-26,东 6 舍 507
38108347,李浚梓,男,1.79,2004-06-15,西 1 舍 108
41586441,罗芃,女,1.54,2004-10-24,西 23 舍 227
14469318,沈若翰,男,1.65,2006-11-09,西 11 舍 114
26697646,古嘉和,男,1.85,2005-07-04,东 4 舍 130
26048487,高顺远,男,1.78,2005-03-25,西 21 舍 330
41882671,陈熙岩,男,1.86,2002-09-21,东 13 舍 607
41657430,黄源泽,男,1.71,2004-08-29,东 13 舍 220
10980125,朱旭平,男,1.78,2002-06-06,东 20 舍 511
34095337,冯来,男,1.7,2005-12-27,东 17 舍 319
38358773,杨棉,女,1.6,2006-04-10,西 23 舍 211
32151601,于连,女,1.66,2004-05-31,东 14 舍 611
41653438,李亭,男,1.76,2004-07-22,东 5 舍 621
28309147,查涵,女,1.56,2003-03-31,西 2 舍 509
13660398,谢纹珊,女,1.68,2004-07-23,西 5 舍 609
45371921,赵航,男,1.71,2003-01-27,西 23 舍 614
30595926,贺秦恒,男,1.74,2003-08-17,东 21 舍 823
43600682,赵云诺,男,1.78,2003-11-28,东 3 舍 622
16371103,程炫灿,男,1.84,2006-02-20,西 20 舍 401
41737560,沙秦恒,男,1.74,2007-01-11,西 9 舍 120
41974414,梅征风,男,1.74,2006-08-18,西 6 舍 824
40197983,王雁楚,女,1.62,2004-11-02,东 11 舍 726
46601607,王彦,男,1.67,2004-03-06,西 16 舍 228
17665258,宋滨义,男,1.75,2006-03-05,东 3 舍 614
14157689,尹泽元,男,1.81,2005-03-28,东 23 舍 306
36322286,吴竽磊,男,1.59,2002-06-07,西 22 舍 710
25934895,童稹,男,1.77,2005-09-04,西 21 舍 413
33701103,王雁楚,女,1.73,2006-03-23,东 10 舍 208
39239201,潘珅南,男,1.79,2007-03-07,东 5 舍 306
40984192,邹松芬,女,1.72,2006-09-16,西 1 舍 412
49645317,曾东,男,1.72,2003-01-05,东 17 舍 708
46279606,杨雁楚,女,1.69,2003-05-12,西 16 舍 526
12558379,黄青熙,女,1.67,2005-03-11,西 15 舍 414
38238371,吴碧恬,女,1.67,2003-06-01,西 4 舍 107
22725724,潘儒,男,1.7,2003-09-10,东 22 舍 514
44126003,姜奕宗,男,1.82,2004-06-02,西 16 舍 611
26300383,余莉菲,女,1.62,2003-07-10,西 8 舍 301
14012817,刘维,女,1.58,2003-08-09,东 19 舍 723
46513397,刘浚梓,男,1.67,2005-09-27,西 7 舍 514
34327584,谢承文,男,1.71,2003-08-08,西 17 舍 604
12126128,张锋玮,男,1.81,2006-06-26,西 2 舍 327
16977795,李楚悦,女,1.6,2005-01-08,东 19 舍 727
35644741,熊觅蕴,女,1.61,2007-01-26,西 13 舍 621
19729053,王筱羽,女,1.57,2003-11-04,东 11 舍 719
19362487,章芷雨,女,1.58,2007-05-07,东 24 舍 319
14931327,黄昭美,女,1.52,2003-02-24,西 5 舍 201
31281345,汪冉,女,1.65,2006-04-26,西 5 舍 205
43339133,张茜惠,女,1.5,2006-03-25,西 17 舍 318
37923145,张德东,男,1.76,2005-06-27,西 14 舍 601
37804682,廖舒瑾,女,1.58,2006-08-20,西 16 舍 519
10854821,李熙岩,男,1.8,2006-05-21,东 12 舍 711
49058708,周炫灿,男,1.74,2003-01-24,东 17 舍 417
27894069,段媛倚,女,1.68,2004-05-02,西 20 舍 321
14079954,李枫宁,女,1.61,2004-09-04,东 16 舍 507
20434085,丘晴茹,女,1.62,2005-04-05,西 16 舍 125
25073395,徐兰璇,女,1.55,2005-09-23,东 14 舍 402
47702572,陈晴茹,女,1.61,2006-04-18,东 14 舍 720
37451425,王若娜,女,1.65,2006-04-22,西 24 舍 623
13369174,欧纲,男,1.77,2006-11-23,西 15 舍 301
48398660,杨秦齐,男,1.74,2002-12-11,西 11 舍 118
32278364,方影,女,1.46,2004-11-21,东 6 舍 323
44340998,吴泽若,男,1.87,2003-08-19,东 6 舍 808
16085011,王晨纶,男,1.84,2003-03-28,东 8 舍 710
37901798,李佳禾,女,1.65,2007-01-25,西 4 舍 726
45586932,张自昊,男,1.72,2002-07-21,西 1 舍 614
42453659,蒋茂彦,男,1.74,2004-06-14,东 6 舍 519
30686627,谢雅妙,女,1.67,2004-09-24,西 16 舍 827
34282805,王慕鸿,男,1.74,2007-04-28,东 21 舍 205
30148051,萧亦茂,男,1.74,2007-01-13,东 3 舍 829
41141244,孙慕巧,女,1.62,2003-08-14,西 11 舍 416
44631919,王祯卓,男,1.75,2005-12-16,东 6 舍 629
41387714,罗竽磊,男,1.73,2006-01-10,西 19 舍 226
13448953,赵然,女,1.57,2005-07-07,东 15 舍 818
39328434,郑浚梓,男,1.68,2007-01-10,东 13 舍 716
14114457,冯嘉,男,1.75,2006-01-03,西 6 舍 314
36809363,何夏怡,女,1.63,2002-12-24,西 8 舍 118
32847510,杨杰,男,1.79,2002-10-08,东 5 舍 418
25919617,胡帝,男,1.67,2004-11-03,西 24 舍 312
11832065,叶永茂,男,1.79,2005-02-20,西 8 舍 510
24467406,许亦茂,男,1.94,2006-04-28,西 23 舍 328
16435461,李奎,男,1.71,2002-12-20,西 17 舍 218
36956034,方梓琪,女,1.61,2005-08-04,西 5 舍 418
31114016,李文芝,女,1.68,2002-07-13,西 2 舍 208
33269598,王依彤,女,1.57,2007-01-26,西 3 舍 401
24475361,赵万信,男,1.7,2006-05-21,西 9 舍 725
21895564,韩林灏,男,1.84,2005-08-03,西 21 舍 106
15016414,张秦齐,男,1.85,2004-10-20,西 18 舍 826
34480233,孙秦齐,男,1.82,2007-04-27,东 9 舍 422
26481623,许锦,男,1.69,2003-07-13,东 24 舍 126
28854046,马翊,男,1.67,2003-01-22,西 7 舍 111
16844562,李芷蕊,女,1.65,2006-06-09,西 9 舍 714
14263002,石灏风,男,1.8,2002-11-02,东 23 舍 206
33142672,叶松樱,女,1.62,2004-10-07,西 12 舍 819
10854083,冯弛,男,1.71,2003-03-04,西 4 舍 414
27555303,李楚悦,女,1.68,2006-11-04,西 11 舍 126
18624559,王宏,男,1.67,2006-10-13,东 7 舍 811
10830563,任文妮,女,1.75,2005-02-02,西 24 舍 802
43663577,宋绿,女,1.6,2005-04-23,西 15 舍 304
28518411,胡泽明,男,1.84,2006-05-08,东 6 舍 203
37387184,徐言,男,1.73,2003-02-23,西 10 舍 814
49944343,孙博罗,男,1.77,2003-11-10,东 17 舍 808
18632560,徐林灏,男,1.76,2003-03-10,东 13 舍 725
20005878,王宛晴,女,1.63,2005-11-07,东 17 舍 305
33769507,刘鸣哲,男,1.7,2005-06-11,东 9 舍 113
16731771,何若娜,女,1.56,2005-01-20,东 2 舍 323
33286437,杨若翰,男,1.83,2004-08-26,西 7 舍 823
11459851,唐纹窈,女,1.69,2006-10-16,西 16 舍 306
21884495,吴征风,男,1.71,2005-02-19,东 21 舍 129
46447855,杨滨义,男,1.81,2006-09-27,西 24 舍 723
48246105,汤新菱,女,1.67,2005-04-16,西 6 舍 723
34987045,王枫宁,女,1.65,2002-09-01,东 20 舍 614
29014821,成优,女,1.59,2006-08-31,东 24 舍 403
38586053,徐泽若,男,1.9,2005-02-15,东 11 舍 621
44055587,吴昭美,女,1.6,2002-09-04,西 4 舍 708
20640291,沈亦茂,男,1.74,2006-02-24,东 2 舍 728
29746992,陶嘉茵,女,1.6,2004-07-06,西 17 舍 411
20060432,赖浩,女,1.56,2006-05-01,西 16 舍 429
27238403,张舒瑾,女,1.76,2006-05-07,东 11 舍 201
30852506,陈竣,男,1.68,2003-01-22,东 4 舍 606
10872338,韦雅惠,女,1.63,2003-03-03,西 19 舍 523
20335804,胡钰,女,1.63,2003-03-02,西 14 舍 507
10817943,蔡礼,男,1.67,2002-05-31,西 14 舍 504
29825392,陈枫宁,女,1.54,2007-02-16,东 14 舍 812
44545959,郑若娜,女,1.67,2005-02-04,东 24 舍 529
42262453,王夏怡,女,1.58,2007-02-01,东 1 舍 130
29541408,卫浦宇,男,1.8,2002-07-31,西 3 舍 823
24083609,郭媛倚,女,1.6,2005-10-13,西 22 舍 110
47740318,周清滢,女,1.68,2002-10-06,西 9 舍 206
36339240,苏益,男,1.79,2006-02-22,西 8 舍 121
16898524,王征风,男,1.87,2004-09-21,西 5 舍 108
43852163,尹青熙,女,1.67,2005-11-06,东 8 舍 203
23269628,梁希嫣,女,1.66,2006-10-22,西 15 舍 107
13789235,李枫宁,女,1.54,2005-10-15,西 5 舍 321
24765019,王雁楚,女,1.63,2003-01-31,东 21 舍 506
19813166,孙璥,男,1.81,2005-10-18,西 19 舍 123
36242889,张源泽,男,1.64,2004-01-13,西 13 舍 817
36112431,李楚悦,女,1.66,2005-01-07,东 6 舍 329
23748562,刘依梅,女,1.7,2003-05-30,西 3 舍 828
20717804,郭依彤,女,1.57,2005-06-26,东 21 舍 730
33831088,宋童,女,1.65,2003-11-07,西 15 舍 518
15428597,顾瑎,男,1.77,2004-02-14,西 24 舍 330
12777872,郑希嫣,女,1.59,2006-10-25,东 19 舍 705
38921471,关芬,女,1.64,2006-12-01,东 17 舍 102
49970278,廖清,男,1.76,2006-07-14,东 16 舍 518
43387443,孙舒志,男,1.81,2007-01-20,西 7 舍 305
42934747,邢书琴,女,1.58,2003-01-15,东 13 舍 703
41073241,李承彬,男,1.91,2005-02-17,东 17 舍 820
10985433,陈青,男,1.72,2005-12-23,东 7 舍 115
15633157,杨万信,男,1.77,2006-05-29,西 11 舍 425
17213619,覃良清,男,1.76,2005-12-11,东 11 舍 105
40798939,陈嘉和,男,1.77,2006-03-01,东 11 舍 410
35336845,李万信,男,1.82,2004-07-25,东 12 舍 428
35160558,张凉,女,1.68,2005-05-05,西 6 舍 111
37357542,何士,男,1.63,2005-03-13,东 17 舍 602
26339153,文昊惟,男,1.85,2005-04-04,西 7 舍 815
33114654,关祯卓,男,1.71,2003-07-06,东 9 舍 428
30887983,施君启,男,1.78,2004-04-20,东 2 舍 526
15392110,梁宇,男,1.74,2005-09-14,西 1 舍 115
40764590,曲霄,女,1.7,2004-12-30,东 6 舍 706
35855967,牛书琴,女,1.65,2006-08-12,东 12 舍 801
20439138,袁铭锵,男,1.82,2006-10-16,东 18 舍 714
30093939,焦瑞若,男,1.7,2003-10-30,西 19 舍 321
43475660,孙夏怡,女,1.65,2004-08-15,西 9 舍 218
16200752,徐玲,女,1.57,2003-05-30,西 16 舍 521
13380289,郑昭美,女,1.62,2006-12-31,东 17 舍 707
11549082,董升,男,2.03,2006-08-19,东 12 舍 211
33982119,潘纹珊,女,1.54,2005-09-10,西 20 舍 414
19569118,徐言,男,1.59,2004-03-01,西 8 舍 726
18760261,陈圣晨,男,1.83,2005-09-20,西 21 舍 218
44980908,赵晴茹,女,1.6,2004-01-08,东 6 舍 830
45290267,高丹华,女,1.61,2004-12-18,西 9 舍 207
14829425,钱蕴,女,1.65,2006-10-11,东 21 舍 304
10812894,梁炫灿,男,1.74,2002-10-29,东 12 舍 702
13039795,马迈,男,1.78,2003-05-13,东 12 舍 314
49276647,马清滢,女,1.52,2005-06-20,西 16 舍 521
21348149,刘芷雨,女,1.79,2003-05-13,西 10 舍 128
49100448,揭珅南,男,1.75,2004-03-18,东 22 舍 809
48979414,艾轩,男,1.85,2006-01-19,西 9 舍 625
22196129,王若娜,女,1.75,2007-01-24,东 11 舍 818
39896234,林承彬,男,1.75,2002-07-16,东 20 舍 817
42223424,陈熙岩,男,1.79,2004-11-06,西 12 舍 806
38574662,党博罗,男,1.69,2005-02-28,东 15 舍 811
41069980,刘信霖,男,1.61,2003-01-08,东 24 舍 509
45448873,张顺远,男,1.71,2004-03-24,西 5 舍 705
22284565,陈清媛,女,1.54,2003-08-07,东 14 舍 619
27321866,曹琦,男,1.77,2006-06-05,东 14 舍 530
17469737,卢伊,女,1.56,2003-03-02,东 21 舍 411
24305373,祁昭美,女,1.62,2002-08-02,西 12 舍 702
30826957,李永茂,男,1.84,2006-12-05,西 12 舍 725
47718290,黄怡芬,女,1.58,2003-03-09,西 20 舍 120
33608875,张良清,男,1.77,2005-09-11,东 6 舍 417
28347185,连媛倚,女,1.66,2004-10-24,西 17 舍 415
37251656,王昊惟,男,1.68,2005-01-15,东 13 舍 514
45462529,何竽磊,男,1.81,2003-10-13,东 8 舍 123
10167076,余光,女,1.7,2003-07-13,西 18 舍 309
37604069,刘至,男,1.75,2006-01-24,东 19 舍 306
45159631,吴嘉仪,女,1.51,2005-06-07,东 8 舍 208
40761474,锺思杉,男,1.74,2003-08-17,西 2 舍 601
30218212,朱瑞若,男,1.83,2002-07-31,东 18 舍 309
29854569,许碧恬,女,1.56,2003-01-10,东 18 舍 816
17275271,樊畅裕,男,1.78,2002-05-29,西 5 舍 820
24505702,朱倩,女,1.65,2003-12-29,东 4 舍 308
49281806,李羽,男,1.78,2004-08-11,西 4 舍 420
24951591,王禅,男,1.72,2002-08-16,西 10 舍 420
16116889,葛兰璇,女,1.58,2007-02-02,西 2 舍 817
26132483,郎珊,女,1.58,2003-09-24,西 21 舍 310
35359984,王征风,男,1.72,2004-07-23,西 2 舍 410
11818064,李芷蕊,女,1.62,2005-01-03,东 19 舍 724
30838419,乔忆狄,男,1.73,2005-11-24,西 1 舍 415
14890160,李采,女,1.59,2006-04-12,东 6 舍 725
28166201,杨林灏,男,1.75,2002-12-16,东 3 舍 723
30503331,桑灏风,男,1.7,2004-07-05,西 9 舍 102
